bounty,frame_timestamp,game_id,killer_id,killer_team_id,monster_sub_type,monster_type,position_x,position_y,timestamp,type
0.0,720232,7586955442,2.0,100.0,,HORDE,5189.0,10395.0,677477,ELITE_MONSTER_KILL
0.0,720232,7586955442,7.0,200.0,AIR_DRAGON,DRAGON,9837.0,4397.0,686272,ELITE_MONSTER_KILL
0.0,720232,7586955442,2.0,100.0,,HORDE,4843.0,10161.0,692060,ELITE_MONSTER_KILL
0.0,720232,7586955442,2.0,100.0,,HORDE,4916.0,10605.0,699408,ELITE_MONSTER_KILL
0.0,1020356,7586955442,3.0,100.0,,RIFTHERALD,4818.0,9898.0,989939,ELITE_MONSTER_KILL
0.0,1080388,7586955442,2.0,100.0,FIRE_DRAGON,DRAGON,9846.0,4427.0,1025265,ELITE_MONSTER_KILL
0.0,420181,7586443327,2.0,100.0,,HORDE,4790.0,10182.0,376833,ELITE_MONSTER_KILL
0.0,420181,7586443327,2.0,100.0,,HORDE,4758.0,10416.0,392336,ELITE_MONSTER_KILL
0.0,420181,7586443327,2.0,100.0,,HORDE,5070.0,10281.0,397547,ELITE_MONSTER_KILL
0.0,420181,7586443327,7.0,200.0,AIR_DRAGON,DRAGON,9837.0,4397.0,407738,ELITE_MONSTER_KILL
0.0,720276,7586443327,7.0,200.0,,HORDE,4799.0,10152.0,695616,ELITE_MONSTER_KILL
0.0,720276,7586443327,7.0,200.0,,HORDE,5069.0,10281.0,702296,ELITE_MONSTER_KILL
0.0,720276,7586443327,7.0,200.0,,HORDE,4761.0,10533.0,716302,ELITE_MONSTER_KILL
0.0,900329,7586443327,7.0,200.0,HEXTECH_DRAGON,DRAGON,10073.0,4862.0,868566,ELITE_MONSTER_KILL
0.0,1020365,7586443327,7.0,200.0,,RIFTHERALD,4780.0,9910.0,984909,ELITE_MONSTER_KILL
0.0,1260448,7586443327,4.0,100.0,WATER_DRAGON,DRAGON,9858.0,4421.0,1222501,ELITE_MONSTER_KILL
0.0,1260448,7586443327,7.0,200.0,,ATAKHAN,11723.0,3511.0,1258369,ELITE_MONSTER_KILL
0.0,420189,7586522019,2.0,100.0,FIRE_DRAGON,DRAGON,9838.0,4406.0,389938,ELITE_MONSTER_KILL
0.0,420189,7586522019,7.0,200.0,,HORDE,4790.0,10182.0,403299,ELITE_MONSTER_KILL
0.0,420189,7586522019,7.0,200.0,,HORDE,5048.0,10255.0,412654,ELITE_MONSTER_KILL
0.0,420189,7586522019,7.0,200.0,,HORDE,4704.0,10493.0,417631,ELITE_MONSTER_KILL
0.0,720239,7586522019,7.0,200.0,,HORDE,4790.0,10182.0,671522,ELITE_MONSTER_KILL
0.0,720239,7586522019,7.0,200.0,,HORDE,4750.0,10482.0,684348,ELITE_MONSTER_KILL
0.0,720239,7586522019,7.0,200.0,,HORDE,5161.0,10375.0,687922,ELITE_MONSTER_KILL
0.0,780261,7586522019,7.0,200.0,AIR_DRAGON,DRAGON,9993.0,4792.0,767970,ELITE_MONSTER_KILL
0.0,420181,7587543066,7.0,200.0,,HORDE,4841.0,10638.0,385698,ELITE_MONSTER_KILL
0.0,420181,7587543066,7.0,200.0,,HORDE,4798.0,10215.0,398589,ELITE_MONSTER_KILL
0.0,420181,7587543066,7.0,200.0,,HORDE,5148.0,10340.0,410013,ELITE_MONSTER_KILL
0.0,540209,7587543066,7.0,200.0,CHEMTECH_DRAGON,DRAGON,9902.0,4464.0,501044,ELITE_MONSTER_KILL
0.0,720251,7587543066,7.0,200.0,,HORDE,4790.0,10182.0,693456,ELITE_MONSTER_KILL
0.0,720251,7587543066,7.0,200.0,,HORDE,5210.0,10424.0,706123,ELITE_MONSTER_KILL
0.0,720251,7587543066,7.0,200.0,,HORDE,4841.0,10638.0,718881,ELITE_MONSTER_KILL
0.0,900311,7587543066,7.0,200.0,HEXTECH_DRAGON,DRAGON,9837.0,4397.0,857515,ELITE_MONSTER_KILL
0.0,1140417,7587543066,2.0,100.0,,RIFTHERALD,5252.0,10774.0,1090731,ELITE_MONSTER_KILL
0.0,1260458,7587543066,7.0,200.0,FIRE_DRAGON,DRAGON,9837.0,4397.0,1259802,ELITE_MONSTER_KILL
0.0,1440519,7587543066,7.0,200.0,,ATAKHAN,11558.0,3527.0,1431931,ELITE_MONSTER_KILL
0.0,420197,7585677928,7.0,200.0,,HORDE,4790.0,10182.0,368850,ELITE_MONSTER_KILL
0.0,420197,7585677928,7.0,200.0,,HORDE,5210.0,10424.0,376776,ELITE_MONSTER_KILL
0.0,420197,7585677928,7.0,200.0,,HORDE,4865.0,10614.0,388075,ELITE_MONSTER_KILL
0.0,480198,7585677928,7.0,200.0,HEXTECH_DRAGON,DRAGON,10206.0,4902.0,442554,ELITE_MONSTER_KILL
0.0,720255,7585677928,4.0,100.0,,HORDE,4790.0,10182.0,698127,ELITE_MONSTER_KILL
0.0,720255,7585677928,2.0,100.0,,HORDE,5210.0,10424.0,710335,ELITE_MONSTER_KILL
0.0,720255,7585677928,2.0,100.0,,HORDE,4827.0,10526.0,715946,ELITE_MONSTER_KILL
0.0,780260,7585677928,9.0,200.0,AIR_DRAGON,DRAGON,9837.0,4397.0,765536,ELITE_MONSTER_KILL
0.0,1020314,7585677928,2.0,100.0,,RIFTHERALD,4922.0,10044.0,998494,ELITE_MONSTER_KILL
0.0,1140338,7585677928,2.0,100.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,1139456,ELITE_MONSTER_KILL
0.0,1320406,7585677928,7.0,200.0,,ATAKHAN,3134.0,11443.0,1317935,ELITE_MONSTER_KILL
0.0,1500452,7585677928,4.0,100.0,EARTH_DRAGON,DRAGON,10083.0,4546.0,1468341,ELITE_MONSTER_KILL
0.0,1740505,7585677928,7.0,200.0,,BARON_NASHOR,5007.0,10471.0,1693609,ELITE_MONSTER_KILL
0.0,1800529,7585677928,7.0,200.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,1794777,ELITE_MONSTER_KILL
0.0,420206,7586019814,2.0,100.0,,HORDE,4790.0,10182.0,373380,ELITE_MONSTER_KILL
0.0,480210,7586019814,2.0,100.0,,HORDE,5210.0,10424.0,421007,ELITE_MONSTER_KILL
0.0,480210,7586019814,2.0,100.0,,HORDE,4842.0,10638.0,429057,ELITE_MONSTER_KILL
0.0,600232,7586019814,2.0,100.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,560996,ELITE_MONSTER_KILL
0.0,720289,7586019814,2.0,100.0,,HORDE,4790.0,10182.0,683555,ELITE_MONSTER_KILL
0.0,720289,7586019814,2.0,100.0,,HORDE,5116.0,10327.0,690924,ELITE_MONSTER_KILL
0.0,720289,7586019814,2.0,100.0,,HORDE,4841.0,10638.0,701540,ELITE_MONSTER_KILL
0.0,960367,7586019814,7.0,200.0,AIR_DRAGON,DRAGON,10014.0,4740.0,927433,ELITE_MONSTER_KILL
0.0,1080386,7586019814,7.0,200.0,,RIFTHERALD,4820.0,9898.0,1071651,ELITE_MONSTER_KILL
0.0,1260433,7586019814,7.0,200.0,FIRE_DRAGON,DRAGON,9837.0,4397.0,1242921,ELITE_MONSTER_KILL
0.0,1260433,7586019814,2.0,100.0,,ATAKHAN,3094.0,11788.0,1257838,ELITE_MONSTER_KILL
0.0,1560530,7586019814,4.0,100.0,,BARON_NASHOR,5007.0,10471.0,1541405,ELITE_MONSTER_KILL
0.0,1620539,7586019814,2.0,100.0,FIRE_DRAGON,DRAGON,9837.0,4397.0,1569548,ELITE_MONSTER_KILL
0.0,420162,7586998539,2.0,100.0,,HORDE,4800.0,10047.0,373551,ELITE_MONSTER_KILL
0.0,420162,7586998539,2.0,100.0,,HORDE,4600.0,10042.0,381271,ELITE_MONSTER_KILL
0.0,420162,7586998539,2.0,100.0,,HORDE,4464.0,9819.0,385045,ELITE_MONSTER_KILL
0.0,780267,7586998539,7.0,200.0,,HORDE,4797.0,10115.0,728220,ELITE_MONSTER_KILL
0.0,780267,7586998539,7.0,200.0,,HORDE,4770.0,10296.0,739379,ELITE_MONSTER_KILL
0.0,780267,7586998539,7.0,200.0,,HORDE,5022.0,10215.0,745314,ELITE_MONSTER_KILL
0.0,900304,7586998539,7.0,200.0,AIR_DRAGON,DRAGON,10146.0,4757.0,841085,ELITE_MONSTER_KILL
0.0,1080369,7586998539,2.0,100.0,,RIFTHERALD,4602.0,10357.0,1055294,ELITE_MONSTER_KILL
0.0,1200412,7586998539,7.0,200.0,EARTH_DRAGON,DRAGON,10162.0,4834.0,1163076,ELITE_MONSTER_KILL
0.0,1320451,7586998539,7.0,200.0,,ATAKHAN,11784.0,3631.0,1309023,ELITE_MONSTER_KILL
0.0,1560526,7586998539,7.0,200.0,FIRE_DRAGON,DRAGON,10009.0,4808.0,1530351,ELITE_MONSTER_KILL
0.0,420207,7585763630,2.0,100.0,,HORDE,4660.0,9613.0,375649,ELITE_MONSTER_KILL
0.0,420207,7585763630,7.0,200.0,,HORDE,4718.0,9554.0,394737,ELITE_MONSTER_KILL
0.0,420207,7585763630,7.0,200.0,,HORDE,4111.0,10016.0,410411,ELITE_MONSTER_KILL
0.0,540251,7585763630,2.0,100.0,WATER_DRAGON,DRAGON,9837.0,4397.0,537373,ELITE_MONSTER_KILL
0.0,720277,7585763630,2.0,100.0,,HORDE,4781.0,9838.0,664475,ELITE_MONSTER_KILL
0.0,720277,7585763630,2.0,100.0,,HORDE,4869.0,10034.0,675265,ELITE_MONSTER_KILL
0.0,720277,7585763630,2.0,100.0,,HORDE,4716.0,10090.0,679575,ELITE_MONSTER_KILL
0.0,960358,7585763630,2.0,100.0,AIR_DRAGON,DRAGON,9836.0,4398.0,927611,ELITE_MONSTER_KILL
0.0,1080412,7585763630,2.0,100.0,,RIFTHERALD,4656.0,9603.0,1032000,ELITE_MONSTER_KILL
0.0,1260449,7585763630,9.0,200.0,HEXTECH_DRAGON,DRAGON,10178.0,4735.0,1242287,ELITE_MONSTER_KILL
0.0,1320474,7585763630,4.0,100.0,,ATAKHAN,2878.0,11516.0,1308902,ELITE_MONSTER_KILL
0.0,1620570,7585763630,2.0,100.0,HEXTECH_DRAGON,DRAGON,9857.0,4458.0,1583884,ELITE_MONSTER_KILL
0.0,1680586,7585763630,4.0,100.0,,BARON_NASHOR,5007.0,10471.0,1637134,ELITE_MONSTER_KILL
0.0,540208,7586784823,2.0,100.0,,HORDE,4292.0,10207.0,536307,ELITE_MONSTER_KILL
0.0,600217,7586784823,7.0,200.0,,HORDE,5210.0,10424.0,572657,ELITE_MONSTER_KILL
0.0,600217,7586784823,7.0,200.0,,HORDE,4842.0,10638.0,584264,ELITE_MONSTER_KILL
0.0,720262,7586784823,7.0,200.0,CHEMTECH_DRAGON,DRAGON,10629.0,4673.0,680097,ELITE_MONSTER_KILL
0.0,960335,7586784823,7.0,200.0,,HORDE,4912.0,9679.0,905107,ELITE_MONSTER_KILL
0.0,960335,7586784823,0.0,300.0,,HORDE,4842.0,10638.0,945024,ELITE_MONSTER_KILL
0.0,960335,7586784823,0.0,300.0,,HORDE,4790.0,10180.0,945024,ELITE_MONSTER_KILL
0.0,1020342,7586784823,7.0,200.0,AIR_DRAGON,DRAGON,9957.0,4660.0,1003750,ELITE_MONSTER_KILL
0.0,420224,7586438504,2.0,100.0,,HORDE,4790.0,10182.0,368912,ELITE_MONSTER_KILL
0.0,420224,7586438504,2.0,100.0,,HORDE,4865.0,10614.0,381029,ELITE_MONSTER_KILL
0.0,420224,7586438504,2.0,100.0,,HORDE,5210.0,10424.0,390415,ELITE_MONSTER_KILL
0.0,780316,7586438504,2.0,100.0,,HORDE,4790.0,10182.0,728564,ELITE_MONSTER_KILL
0.0,780316,7586438504,2.0,100.0,,HORDE,4837.0,10571.0,738040,ELITE_MONSTER_KILL
0.0,780316,7586438504,2.0,100.0,,HORDE,5210.0,10424.0,746147,ELITE_MONSTER_KILL
0.0,780316,7586438504,7.0,200.0,CHEMTECH_DRAGON,DRAGON,9858.0,4421.0,746681,ELITE_MONSTER_KILL
300.0,1080416,7586438504,7.0,200.0,,RIFTHERALD,4995.0,10048.0,1020744,ELITE_MONSTER_KILL
0.0,1080416,7586438504,2.0,100.0,WATER_DRAGON,DRAGON,9837.0,4397.0,1066401,ELITE_MONSTER_KILL
0.0,1380477,7586438504,7.0,200.0,,ATAKHAN,11722.0,3518.0,1372671,ELITE_MONSTER_KILL
0.0,1440492,7586438504,7.0,200.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,1391734,ELITE_MONSTER_KILL
0.0,1680594,7586438504,7.0,200.0,,BARON_NASHOR,5007.0,10471.0,1675851,ELITE_MONSTER_KILL
0.0,1740608,7586438504,7.0,200.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,1723233,ELITE_MONSTER_KILL
0.0,480209,7586084680,2.0,100.0,,HORDE,4864.0,9941.0,453284,ELITE_MONSTER_KILL
0.0,480209,7586084680,2.0,100.0,,HORDE,4717.0,10196.0,462181,ELITE_MONSTER_KILL
0.0,480209,7586084680,2.0,100.0,,HORDE,4663.0,10035.0,464365,ELITE_MONSTER_KILL
0.0,600292,7586084680,7.0,200.0,HEXTECH_DRAGON,DRAGON,10464.0,4711.0,586676,ELITE_MONSTER_KILL
0.0,780317,7586084680,6.0,200.0,,HORDE,4598.0,10229.0,726964,ELITE_MONSTER_KILL
0.0,780317,7586084680,2.0,100.0,,HORDE,4682.0,10090.0,729558,ELITE_MONSTER_KILL
0.0,780317,7586084680,2.0,100.0,,HORDE,4696.0,9902.0,731997,ELITE_MONSTER_KILL
0.0,960372,7586084680,10.0,200.0,FIRE_DRAGON,DRAGON,9857.0,4421.0,959937,ELITE_MONSTER_KILL
0.0,1080429,7586084680,7.0,200.0,,RIFTHERALD,4816.0,10208.0,1040961,ELITE_MONSTER_KILL
0.0,1260473,7586084680,7.0,200.0,,ATAKHAN,11747.0,3610.0,1232410,ELITE_MONSTER_KILL
0.0,1320476,7586084680,7.0,200.0,AIR_DRAGON,DRAGON,9837.0,4397.0,1300291,ELITE_MONSTER_KILL
0.0,420191,7586998287,7.0,200.0,,HORDE,4790.0,10182.0,404949,ELITE_MONSTER_KILL
0.0,420191,7586998287,9.0,200.0,,HORDE,4869.0,10004.0,414518,ELITE_MONSTER_KILL
0.0,420191,7586998287,7.0,200.0,,HORDE,4638.0,10190.0,418793,ELITE_MONSTER_KILL
0.0,600253,7586998287,7.0,200.0,CHEMTECH_DRAGON,DRAGON,10158.0,4750.0,588327,ELITE_MONSTER_KILL
0.0,720275,7586998287,7.0,200.0,,HORDE,4393.0,9917.0,677836,ELITE_MONSTER_KILL
0.0,720275,7586998287,7.0,200.0,,HORDE,4588.0,9861.0,681958,ELITE_MONSTER_KILL
0.0,720275,7586998287,7.0,200.0,,HORDE,4842.0,10638.0,694819,ELITE_MONSTER_KILL
0.0,960366,7586998287,7.0,200.0,WATER_DRAGON,DRAGON,10432.0,4792.0,932422,ELITE_MONSTER_KILL
0.0,1080388,7586998287,2.0,100.0,,RIFTHERALD,4774.0,9501.0,1061524,ELITE_MONSTER_KILL
0.0,1260447,7586998287,2.0,100.0,,ATAKHAN,3162.0,11517.0,1254303,ELITE_MONSTER_KILL
0.0,1320454,7586998287,7.0,200.0,EARTH_DRAGON,DRAGON,10098.0,4470.0,1267996,ELITE_MONSTER_KILL
0.0,480048,7587405903,2.0,100.0,,HORDE,4767.0,10156.0,437469,ELITE_MONSTER_KILL
0.0,480048,7587405903,2.0,100.0,,HORDE,4759.0,10424.0,447579,ELITE_MONSTER_KILL
0.0,480048,7587405903,2.0,100.0,,HORDE,5184.0,10412.0,469189,ELITE_MONSTER_KILL
0.0,720194,7587405903,2.0,100.0,FIRE_DRAGON,DRAGON,9837.0,4397.0,699761,ELITE_MONSTER_KILL
0.0,900221,7587405903,2.0,100.0,,HORDE,4790.0,10182.0,870496,ELITE_MONSTER_KILL
0.0,900221,7587405903,2.0,100.0,,HORDE,4966.0,10096.0,874003,ELITE_MONSTER_KILL
0.0,900221,7587405903,2.0,100.0,,HORDE,4642.0,10344.0,881199,ELITE_MONSTER_KILL
0.0,1020256,7587405903,2.0,100.0,AIR_DRAGON,DRAGON,9837.0,4397.0,1008585,ELITE_MONSTER_KILL
0.0,1200327,7587405903,7.0,200.0,,RIFTHERALD,4970.0,9701.0,1143344,ELITE_MONSTER_KILL
0.0,1380369,7587405903,9.0,200.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,1372403,ELITE_MONSTER_KILL
0.0,1440380,7587405903,2.0,100.0,,ATAKHAN,3114.0,11593.0,1395604,ELITE_MONSTER_KILL
0.0,1560431,7587405903,4.0,100.0,,BARON_NASHOR,5007.0,10471.0,1549465,ELITE_MONSTER_KILL
0.0,420112,7586056125,2.0,100.0,,HORDE,4790.0,10182.0,387593,ELITE_MONSTER_KILL
0.0,420112,7586056125,2.0,100.0,,HORDE,5162.0,10376.0,402733,ELITE_MONSTER_KILL
0.0,420112,7586056125,2.0,100.0,,HORDE,4814.0,10619.0,409379,ELITE_MONSTER_KILL
0.0,600272,7586056125,2.0,100.0,CHEMTECH_DRAGON,DRAGON,9837.0,4397.0,541076,ELITE_MONSTER_KILL
0.0,660274,7586056125,7.0,200.0,,HORDE,4790.0,10182.0,658026,ELITE_MONSTER_KILL
0.0,720308,7586056125,1.0,100.0,,HORDE,5028.0,10226.0,669106,ELITE_MONSTER_KILL
0.0,720308,7586056125,7.0,200.0,,HORDE,4798.0,10370.0,674617,ELITE_MONSTER_KILL
0.0,960380,7586056125,7.0,200.0,HEXTECH_DRAGON,DRAGON,10412.0,4751.0,901954,ELITE_MONSTER_KILL
0.0,1080420,7586056125,7.0,200.0,,RIFTHERALD,4681.0,10274.0,1024082,ELITE_MONSTER_KILL
0.0,1260480,7586056125,7.0,200.0,WATER_DRAGON,DRAGON,9960.0,4536.0,1221487,ELITE_MONSTER_KILL
0.0,1320482,7586056125,10.0,200.0,,ATAKHAN,3086.0,11550.0,1305008,ELITE_MONSTER_KILL
0.0,420194,7587238721,2.0,100.0,,HORDE,4790.0,10182.0,374155,ELITE_MONSTER_KILL
0.0,420194,7587238721,2.0,100.0,,HORDE,5058.0,10190.0,387213,ELITE_MONSTER_KILL
0.0,420194,7587238721,2.0,100.0,,HORDE,4704.0,10534.0,400176,ELITE_MONSTER_KILL
0.0,720293,7587238721,2.0,100.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,710975,ELITE_MONSTER_KILL
0.0,720293,7587238721,7.0,200.0,,HORDE,5163.0,10375.0,712979,ELITE_MONSTER_KILL
0.0,720293,7587238721,7.0,200.0,,HORDE,4843.0,10163.0,719925,ELITE_MONSTER_KILL
0.0,780304,7587238721,7.0,200.0,,HORDE,4912.0,10536.0,727006,ELITE_MONSTER_KILL
0.0,420187,7587363782,2.0,100.0,,HORDE,4766.0,10116.0,381693,ELITE_MONSTER_KILL
0.0,420187,7587363782,2.0,100.0,,HORDE,4596.0,10133.0,387342,ELITE_MONSTER_KILL
0.0,420187,7587363782,2.0,100.0,,HORDE,4988.0,10149.0,392318,ELITE_MONSTER_KILL
0.0,660229,7587363782,2.0,100.0,EARTH_DRAGON,DRAGON,9837.0,4397.0,605133,ELITE_MONSTER_KILL
0.0,660229,7587363782,5.0,100.0,,HORDE,4756.0,10165.0,658601,ELITE_MONSTER_KILL
0.0,720232,7587363782,1.0,100.0,,HORDE,4650.0,10318.0,677511,ELITE_MONSTER_KILL
0.0,720232,7587363782,2.0,100.0,,HORDE,5172.0,10362.0,684517,ELITE_MONSTER_KILL
0.0,1020296,7587363782,3.0,100.0,WATER_DRAGON,DRAGON,9846.0,4427.0,976372,ELITE_MONSTER_KILL
0.0,1200341,7587363782,2.0,100.0,,RIFTHERALD,4893.0,9789.0,1170999,ELITE_MONSTER_KILL
0.0,1380399,7587363782,2.0,100.0,HEXTECH_DRAGON,DRAGON,9902.0,4466.0,1340987,ELITE_MONSTER_KILL
0.0,1440415,7587363782,7.0,200.0,,ATAKHAN,3107.0,11311.0,1427971,ELITE_MONSTER_KILL
0.0,1560451,7587363782,2.0,100.0,,BARON_NASHOR,5007.0,10471.0,1535492,ELITE_MONSTER_KILL
0.0,480243,7587371721,2.0,100.0,,HORDE,4719.0,10106.0,423773,ELITE_MONSTER_KILL
0.0,480243,7587371721,2.0,100.0,,HORDE,4905.0,9986.0,435317,ELITE_MONSTER_KILL
0.0,480243,7587371721,2.0,100.0,,HORDE,4638.0,10282.0,444268,ELITE_MONSTER_KILL
0.0,540263,7587371721,7.0,200.0,AIR_DRAGON,DRAGON,10156.0,4899.0,483249,ELITE_MONSTER_KILL
0.0,720313,7587371721,1.0,100.0,,HORDE,4612.0,10086.0,705847,ELITE_MONSTER_KILL
0.0,720313,7587371721,2.0,100.0,,HORDE,4542.0,10056.0,720246,ELITE_MONSTER_KILL
0.0,780324,7587371721,2.0,100.0,,HORDE,4711.0,9971.0,724822,ELITE_MONSTER_KILL
0.0,840327,7587371721,2.0,100.0,EARTH_DRAGON,DRAGON,9863.0,4415.0,817718,ELITE_MONSTER_KILL
0.0,1020391,7587371721,2.0,100.0,,RIFTHERALD,4765.0,9561.0,987853,ELITE_MONSTER_KILL
0.0,1200457,7587371721,2.0,100.0,WATER_DRAGON,DRAGON,9857.0,4421.0,1140736,ELITE_MONSTER_KILL
0.0,1440541,7587371721,4.0,100.0,,ATAKHAN,3159.0,11480.0,1384894,ELITE_MONSTER_KILL
0.0,1500559,7587371721,2.0,100.0,WATER_DRAGON,DRAGON,9876.0,4447.0,1459927,ELITE_MONSTER_KILL
0.0,1620588,7587371721,4.0,100.0,,BARON_NASHOR,5007.0,10471.0,1601493,ELITE_MONSTER_KILL
0.0,420139,7586920182,7.0,200.0,HEXTECH_DRAGON,DRAGON,9837.0,4397.0,370401,ELITE_MONSTER_KILL
0.0,420139,7586920182,2.0,100.0,,HORDE,4790.0,10182.0,370735,ELITE_MONSTER_KILL
0.0,420139,7586920182,2.0,100.0,,HORDE,5162.0,10374.0,381369,ELITE_MONSTER_KILL
0.0,420139,7586920182,2.0,100.0,,HORDE,4841.0,10638.0,390891,ELITE_MONSTER_KILL
0.0,660190,7586920182,2.0,100.0,,HORDE,4790.0,10182.0,641875,ELITE_MONSTER_KILL
0.0,660190,7586920182,2.0,100.0,,HORDE,5140.0,10349.0,657359,ELITE_MONSTER_KILL
0.0,720213,7586920182,2.0,100.0,,HORDE,4868.0,10437.0,663764,ELITE_MONSTER_KILL
0.0,840247,7586920182,7.0,200.0,EARTH_DRAGON,DRAGON,10321.0,4938.0,834216,ELITE_MONSTER_KILL
0.0,1080316,7586920182,9.0,200.0,,RIFTHERALD,4590.0,10334.0,1024802,ELITE_MONSTER_KILL
0.0,1200324,7586920182,7.0,200.0,AIR_DRAGON,DRAGON,9921.0,5182.0,1162204,ELITE_MONSTER_KILL
0.0,1380376,7586920182,7.0,200.0,,ATAKHAN,11723.0,3511.0,1336741,ELITE_MONSTER_KILL
0.0,1500415,7586920182,7.0,200.0,AIR_DRAGON,DRAGON,9837.0,4397.0,1474028,ELITE_MONSTER_KILL
0.0,1680460,7586920182,7.0,200.0,,BARON_NASHOR,5007.0,10471.0,1629166,ELITE_MONSTER_KILL
0.0,1920508,7586920182,7.0,200.0,ELDER_DRAGON,DRAGON,9837.0,4397.0,1875691,ELITE_MONSTER_KILL
0.0,420067,7587426287,7.0,200.0,,HORDE,4790.0,10182.0,385507,ELITE_MONSTER_KILL
0.0,420067,7587426287,2.0,100.0,,HORDE,4755.0,10118.0,392695,ELITE_MONSTER_KILL
0.0,420067,7587426287,7.0,200.0,,HORDE,4569.0,10075.0,401183,ELITE_MONSTER_KILL
0.0,600228,7587426287,7.0,200.0,FIRE_DRAGON,DRAGON,9837.0,4397.0,600162,ELITE_MONSTER_KILL
0.0,720265,7587426287,7.0,200.0,,HORDE,4796.0,10148.0,678469,ELITE_MONSTER_KILL
0.0,720265,7587426287,7.0,200.0,,HORDE,5069.0,10281.0,687854,ELITE_MONSTER_KILL
0.0,720265,7587426287,7.0,200.0,,HORDE,4826.0,10416.0,693432,ELITE_MONSTER_KILL
0.0,960317,7587426287,7.0,200.0,CHEMTECH_DRAGON,DRAGON,9837.0,4397.0,912386,ELITE_MONSTER_KILL
0.0,1020331,7587426287,7.0,200.0,,RIFTHERALD,4590.0,10284.0,996807,ELITE_MONSTER_KILL
0.0,1260393,7587426287,7.0,200.0,,ATAKHAN,11658.0,3510.0,1222513,ELITE_MONSTER_KILL
